file,alpha,seed,energy,BB_mean_deg,BB_min_deg,BB_max_deg,BL_p50_deg,BL_mean_deg,LL_p50_deg,LL_mean_deg
MAP_N6_NB2_NL4_a1p95_s1_results_global.json,1.95,1,34.944577875075545,80.99504404455402,80.99504404455402,80.99504404455402,86.51919979538222,106.78177576543686,95.70910630639986,107.44224513991412
MAP_N6_NB2_NL4_a1p95_s2_results_global.json,1.95,2,34.94457258614213,81.13684078505254,81.13684078505254,81.13684078505254,86.5796847727823,106.847649294893,95.56889604374715,107.42241955138128
MAP_N6_NB2_NL4_a1p95_s3_results_global.json,1.95,3,34.94454535043149,80.80135769593922,80.80135769593922,80.80135769593922,86.63405030971481,106.82277006584448,95.60792677855272,107.42867403891957
MAP_N6_NB2_NL4_a1p95_s4_results_global.json,1.95,4,34.94450175988038,81.0123521190558,81.0123521190558,81.0123521190558,86.63692696956113,106.89977263649273,95.60022336741991,107.39164982054017
MAP_N6_NB2_NL4_a1p95_s5_results_global.json,1.95,5,34.94458507111236,80.5978327558803,80.5978327558803,80.5978327558803,86.73903221422646,106.83558673903902,95.64768164007691,107.41109780219955
MAP_N6_NB2_NL4_a1p9_s1_results_global.json,1.9,1,33.601712017083926,81.01577035506617,81.01577035506617,81.01577035506617,86.8220113142226,107.07731528644065,95.52613650942456,107.33010319942956
MAP_N6_NB2_NL4_a1p9_s2_results_global.json,1.9,2,33.60170671381884,80.98713592482629,80.98713592482629,80.98713592482629,86.82152165609182,107.03554706174654,95.49670367578827,107.35540547924563
MAP_N6_NB2_NL4_a1p9_s3_results_global.json,1.9,3,33.60170768594563,81.14696371565566,81.14696371565566,81.14696371565566,86.81281822717389,107.02039074871865,95.4599745475611,107.35516914345486
MAP_N6_NB2_NL4_a1p9_s4_results_global.json,1.9,4,33.60175107217684,80.86975503014176,80.86975503014176,80.86975503014176,86.92424632509369,107.09775933959858,95.35368542185279,107.33306315437376
MAP_N6_NB2_NL4_a1p9_s5_results_global.json,1.9,5,33.601747589014906,81.01999663430384,81.01999663430384,81.01999663430384,86.79168920914941,107.00119593018607,95.49377883336743,107.35852576154609
MAP_N6_NB2_NL4_a2_s1_results_global.json,2.0,1,36.31092157610669,80.82078833358251,80.82078833358251,80.82078833358251,86.39956185831298,106.63932858780959,95.86249524436418,107.48056021205348
